Repositorio/Año,Mes,Categoría,Nombre del archivo,Ruta completa,Tamaño del archivo (bytes),Palabras clave detectadas
2015,Julio,Otros,SQLQueryPuntajeV02.sql,Julio2015/NotasAsesores/SQLQueryPuntajeV02.sql,8297,
2015,Julio,Créditos,QueryCredEmpr.sql,Julio2015/CredEmpresarialesWS/QueryCredEmpr.sql,2545,cred
2015,Julio,Clientes,SQLQueryNewCliDesertores.sql,Julio2015/NewClientesDesertores/SQLQueryNewCliDesertores.sql,20839,cli
2015,Julio,Clientes,SQLQueryCaliRCC.sql,Julio2015/NewClientesDesertores/SQLQueryCaliRCC.sql,3760,"cli, rcc"
2015,Julio,Clientes,SQLQueryNewCliDesLocal.sql,Julio2015/NewClientesDesertores/SQLQueryNewCliDesLocal.sql,4740,cli
2015,Junio,Cartera,SQLQueryCartJunio2015.sql,Julio2015/CartJunio2015SusanAmbrosio/SQLQueryCartJunio2015.sql,6368,cart
2015,Julio,Créditos,QueryCredHipDosAnios.sql,Julio2015/CredHipo2Anios/QueryCredHipDosAnios.sql,5174,cred
2015,Julio,Otros,SQLQueryFinalAmp2Ent.sql,Julio2015/Ampliaciones2Entidades/SQLQueryFinalAmp2Ent.sql,13111,
2015,Julio,Créditos,QueryCredHipoWS.sql,Julio2015/CredHipotecariosWS/QueryCredHipoWS.sql,14538,cred
2015,Julio,Cartera,SQLQueryCOCarVigJud.sql,Julio2015/CentroOrienteCartVigJud/SQLQueryCOCarVigJud.sql,5324,cart
2015,Julio,Cartera,SQLQueryCOCarTVigJud.sql,Julio2015/CentroOrienteCartVigJud/SQLQueryCOCarTVigJud.sql,3040,cart
2015,Julio,Cartera,SQLQueryCarteraAsesoresJulita.sql,Julio2015/CarteraAsesoresJulita/SQLQueryCarteraAsesoresJulita.sql,7476,cart
2015,Junio,Créditos,QueryDesembEneJunio2015.sql,Julio2015/DesembolsosCPuris/QueryDesembEneJunio2015.sql,7611,desemb
2015,Julio,Créditos,QueryCredDesemExcepSusan.sql,Julio2015/SusanExcepciones/QueryCredDesemExcepSusan.sql,9881,cred
2015,Julio,Otros,QueryDetalleExcep.sql,Julio2015/SusanExcepciones/QueryDetalleExcep.sql,5134,
2015,Julio,Créditos,SQLQueryCred_Desem_Excep_SraEli.sql,Julio2015/SusanExcepciones/SQLQueryCred_Desem_Excep_SraEli.sql,9252,cred
2015,Julio,Créditos,SQLQueryCred_Desem_Excep_Belissa.sql,Julio2015/SusanExcepciones/SQLQueryCred_Desem_Excep_Belissa.sql,11635,cred
2015,Julio,Créditos,SQLQueryCred_Desem_Excep_original.sql,Julio2015/SusanExcepciones/SQLQueryCred_Desem_Excep_original.sql,9123,cred
2015,Septiembre,Expedientes,QueryExpAgHuanta.sql,Septiembre2015/ExpedHuantaWCapcha/QueryExpAgHuanta.sql,3139,exp
2015,Septiembre,Créditos,QueryEvoAgri.sql,Septiembre2015/EvolucionCredAgricolas/QueryEvoAgri.sql,297,cred
2015,Septiembre,Expedientes,QueryExpend.sql,Septiembre2015/ExpedContabilidad/QueryExpend.sql,1349,exp
2015,Septiembre,Créditos,QueryCredVinCol.sql,Septiembre2015/CredVinColab/QueryCredVinCol.sql,4846,cred
2015,Septiembre,Cartera,QueryCartHuachipa.sql,Septiembre2015/CarteraHuachipa/QueryCartHuachipa.sql,5789,cart
2015,Septiembre,Otros,QueryAsesorCesado.sql,Septiembre2015/AsesoresCesados/QueryAsesorCesado.sql,4793,
2015,Septiembre,Otros,QueryPuntajeNotaAsesores.sql,Septiembre2015/NotasPuntajesAsesores/EDipasJRegional/QueryPuntajeNotaAsesores.sql,8306,
2015,Septiembre,Análisis Geográfico,SQLQueryPuntaje.sql,Septiembre2015/NotasPuntajesAsesores/LimaNortePuntajeAnalistas/SQLQueryPuntaje.sql,2790,norte
2015,Septiembre,Otros,LlenadoQueryCP.sql,Septiembre2015/LlenadoCarlosPuris/LlenadoQueryCP.sql,4624,
2015,Septiembre,Clientes,QueryCI.sql,Septiembre2015/ClientesIdentificar/QueryCI.sql,4517,cli
2015,Julio,Expedientes,QueryExpAgTarma.sql,Septiembre2015/ExpJuanJulioSet2015/QueryExpAgTarma.sql,2314,exp
2015,Septiembre,Otros,QueryAgJoyas.sql,Septiembre2015/AgJoyas/QueryAgJoyas.sql,2373,
2015,Septiembre,Otros,QueryRatioMora.sql,Septiembre2015/RatiosMora/QueryRatioMora.sql,8910,
2015,Septiembre,Cartera,QueryAnexChosica.sql,Septiembre2015/CartAnexosChosica/QueryAnexChosica.sql,4005,"cart, anexo"
2015,Septiembre,Otros,QueryAE.sql,Septiembre2015/LlenadoAuditoriaExterna/QueryAE.sql,8726,
2015,Septiembre,Otros,QueryMirellitaCF.sql,Septiembre2015/CFMirellita/QueryMirellitaCF.sql,11258,
2015,Septiembre,Morosidad,QueryTramosvencido.sql,Septiembre2015/TramosVencido/QueryTramosvencido.sql,3401,vencido
2015,Septiembre,Cartera,QueryCredAprobCF.sql,Septiembre2015/RangoAprobCartaFianza/QueryCredAprobCF.sql,7720,"cart, cred"
2015,Septiembre,Cartera,CredAprobCF_Testing.sql,Septiembre2015/RangoAprobCartaFianza/CredAprobCF_Testing.sql,4093,"cart, cred"
2015,Septiembre,Cartera,CredAprobCFxMontos.sql,Septiembre2015/RangoAprobCartaFianza/xNivelesyMontos/CredAprobCFxMontos.sql,9029,"cart, cred"
2015,Septiembre,Análisis Financiero,QueryEEFF.sql,Septiembre2015/EEFF/QueryEEFF.sql,11692,eeff
2015,Septiembre,Otros,QueryPotNoMino.sql,Septiembre2015/PotNoMinoristas/QueryPotNoMino.sql,6072,
2015,Septiembre,Cartera,QueryCartEquili.sql,Septiembre2015/CarlitosEquili/QueryCartEquili.sql,2222,cart
2015,Septiembre,Créditos,QueryCPurisDesembolso.sql,Septiembre2015/CPurisDesembolso/QueryCPurisDesembolso.sql,13339,desemb
2015,Septiembre,Cartera,QueryCFxRegiones.sql,Septiembre2015/CartafianzaxRegiones/QueryCFxRegiones.sql,11158,cart
2015,Septiembre,Otros,QueryOsiAgJauja.sql,Septiembre2015/OSI/QueryOsiAgJauja.sql,17119,
2015,Septiembre,Otros,QueryOsiConsolidadoDic2014.sql,Septiembre2015/OSI/OSIConsolidado/QueryOsiConsolidadoDic2014.sql,11606,
2015,Septiembre,Otros,QueryOsiConsolidadoAgo2015.sql,Septiembre2015/OSI/OSIConsolidado/QueryOsiConsolidadoAgo2015.sql,10804,
2015,Octubre,Créditos,QueryCredAsesor.sql,Octubre2015/CredAsesores/QueryCredAsesor.sql,5474,cred
2015,Octubre,Morosidad,QueryTramosMorosidad.sql,Octubre2015/Morosidad/QueryTramosMorosidad.sql,5625,moro
2015,Octubre,Créditos,QueryCPurisDesembolso_Sep2015.sql,Octubre2015/CPurisDesembolso_Sep2015/QueryCPurisDesembolso_Sep2015.sql,13350,desemb
2015,Octubre,Cartera,CartaFianza_CPuris.sql,Octubre2015/CarlosPuris_CartaFianza/CartaFianza_CPuris.sql,14274,cart
2015,Octubre,Análisis Geográfico,QueryDistrito.sql,Octubre2015/OscarYanceJulia/QueryDistrito.sql,5641,distrito
2015,Octubre,Créditos,QueryCredEmprCofide.sql,Octubre2015/CredCofide_BellisaJulia/QueryCredEmprCofide.sql,84253,cred
2015,Octubre,Créditos,QueryProvisiones.sql,Octubre2015/CredCofide_BellisaJulia/QueryProvisiones.sql,60286,cred
2015,Octubre,Créditos,QueryBellisaCofide.sql,Octubre2015/CredCofide_BellisaJulia/QueryBellisaCofide.sql,1171,cred
2015,Octubre,Créditos,QueryBDCredNoMino.sql,Octubre2015/BDCredNoMinoJQ/QueryBDCredNoMino.sql,6305,cred
2015,Octubre,Créditos,QueryCredCTS.sql,Octubre2015/CredCTS/QueryCredCTS.sql,4227,cred
2015,Octubre,Promotor Inmobiliario,QueryFeriaInmobiliaria.sql,Octubre2015/FeriaInmobiliaria/QueryFeriaInmobiliaria.sql,29398,inmobi
2015,Octubre,Promotor Inmobiliario,QueryPromotor.sql,Octubre2015/PromotorInmo/QueryPromotor.sql,3023,promotor
2015,Octubre,Otros,QueryLagoVerde.sql,Octubre2015/WsLagoVerde/QueryLagoVerde.sql,6213,
2015,Octubre,Créditos,cliNuevos_Creditos.sql,Octubre2015/Clientes/cliNuevos_Creditos.sql,3573,"cred, cli"
2015,Octubre,Créditos,QueryControlDesemb.sql,Octubre2015/ControlDesembSusanAmbrosio/QueryControlDesemb.sql,6468,desemb
2015,Octubre,Expedientes,QueryExpNancy.sql,Octubre2015/ExpNancy/QueryExpNancy.sql,1067,exp
2015,Octubre,Otros,QueryAmpliaJQ.sql,Octubre2015/Ampliaciones/QueryAmpliaJQ.sql,17838,
2015,Octubre,Otros,SQLQueryFinalAmpliaciones_Original.sql,Octubre2015/Ampliaciones/SQLQueryFinalAmpliaciones_Original.sql,13111,
2015,Octubre,Créditos,QueryCrediCasaTipIng.sql,Octubre2015/CrediCasa/QueryCrediCasaTipIng.sql,6631,"cred, credicasa"
